DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Platelet distribution width	164,433 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	206	platelet component distribution width	http://www.ebi.ac.uk/efo/EFO_0007984	GCST004616	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Eosinophil percentage of granulocytes	170,536 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	184	eosinophil percentage of granulocytes	http://www.ebi.ac.uk/efo/EFO_0007996	GCST004617	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	White blood cell count (basophil)	171,846 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	80	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	GCST004618	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Reticulocyte fraction of red cells	170,690 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	218	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	GCST004619	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum basophil neutrophil counts	170,143 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	153	sum of basophil and neutrophil counts	http://www.ebi.ac.uk/efo/EFO_0009388	GCST004620	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Red cell distribution width	171,529 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	212	red blood cell distribution width	http://www.ebi.ac.uk/efo/EFO_0005192	GCST004621	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Reticulocyte count	170,641 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	210	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	GCST004622	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil percentage of granulocytes	170,672 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	171	neutrophil percentage of granulocytes	http://www.ebi.ac.uk/efo/EFO_0007994	GCST004623	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum eosinophil basophil counts	171,771 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	206	sum of eosinophil and basophil counts	http://www.ebi.ac.uk/efo/EFO_0009389	GCST004624	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Monocyte count	170,721 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	248	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	GCST004625	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Myeloid white cell count	169,219 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	164	myeloid white cell count	http://www.ebi.ac.uk/efo/EFO_0007988	GCST004626	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Lymphocyte counts	171,643 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	188	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	GCST004627	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Immature fraction of reticulocytes	170,548 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	152	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	GCST004628	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil count	170,702 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	152	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	GCST004629	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Mean corpuscular hemoglobin	172,332 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	275	mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	GCST004630	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Basophil percentage of white cells	171,996 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	65	basophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007992	GCST004631	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Lymphocyte percentage of white cells	171,748 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	147	lymphocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007993	GCST004632	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil percentage of white cells	171,542 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	135	neutrophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007990	GCST004633	Genome-wide genotyping array
2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Basophil percentage of granulocytes	170,223 European ancestry individuals	NA	Affymetrix [~ 2500000] (imputed)	62	basophil percentage of granulocytes	http://www.ebi.ac.uk/efo/EFO_0007995	GCST004634	Genome-wide genotyping array
2017-09-11	27455348	van Rheenen W	2016-07-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27455348	Genome-wide association analyses identify new risk variants and the genetic architecture of amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis	12,577 European ancestry cases, 23,475 European ancestry controls	2,579 European ancestry cases, 2,767 European ancestry controls	Illumina [8697640] (imputed)	7			GCST004692	Genome-wide genotyping array
2017-09-11	28604731	Hammerschlag AR	2017-06-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28604731	Genome-wide association analysis of insomnia complaints identifies risk genes and genetic overlap with psychiatric and metabolic traits.	Insomnia complaints	12,863 European ancestry male cases, 19,521 European ancestry female cases, 40,776 European ancestry male controls, 39,846 European ancestry female controls	1,983 Icelandic ancestry male cases, 1,791 Icelandic ancestry female cases, 2,064 Icelandic ancestry male controls, 1,727 Icelandic ancestry female controls	Affymetrix [at least 12428592] (imputed)	2	insomnia	http://www.ebi.ac.uk/efo/EFO_0004698	GCST004695	Genome-wide genotyping array
2017-09-15	28613276	Nolte IM	2017-06-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28613276	Genetic loci associated with heart rate variability and their effects on cardiac disease risk.	Heart rate variability traits (pvRSA/HF)	24,088 European ancestry individuals	9,377 European ancestry individuals, 404 Hispanic/Latino individuals, 1,901 African American individuals	Affymetrix, Illumina, Perlegen [at least 2135543] (imputed)	12	heart rate variability measurement	http://www.ebi.ac.uk/efo/EFO_0008003	GCST004732	Genome-wide genotyping array
2017-09-15	28613276	Nolte IM	2017-06-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28613276	Genetic loci associated with heart rate variability and their effects on cardiac disease risk.	Heart rate variability traits (RMSSD)	26,523 European ancestry individuals	20,429 European ancestry individuals, 11,234 Hispanic/Latino individuals, 6,895 African American individuals	Affymetrix, Illumina, Perlegen [at least 2135543] (imputed)	22	heart rate variability measurement	http://www.ebi.ac.uk/efo/EFO_0008003	GCST004733	Genome-wide genotyping array
2017-09-15	28613276	Nolte IM	2017-06-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28613276	Genetic loci associated with heart rate variability and their effects on cardiac disease risk.	Heart rate variability traits (SDNN)	27,850 European ancestry individuals	24,125 European ancestry individuals, 11,234 Hispanic/Latino individuals, 6,899 African American individuals	Affymetrix, Illumina, Perlegen [at least 2135543] (imputed)	23	heart rate variability measurement	http://www.ebi.ac.uk/efo/EFO_0008003	GCST004734	Genome-wide genotyping array
2017-09-29	28794112	Christophersen IE	2017-08-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/28794112	Fifteen Genetic Loci Associated With the Electrocardiographic P Wave.	P wave terminal force	33,955 European ancestry individuals, 6,778 African individuals	NA	Affymetrix, Illumina [at least 2402234] (imputed)	12	P wave terminal force measurement	http://www.ebi.ac.uk/efo/EFO_0008379	GCST004824	Genome-wide genotyping array
2017-09-29	28794112	Christophersen IE	2017-08-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/28794112	Fifteen Genetic Loci Associated With the Electrocardiographic P Wave.	P wave duration	37,678 European ancestry individuals, 6,778 African ancestry individuals	NA	Affymetrix, Illumina [at least 2402234] (imputed)	20	P wave duration	http://www.ebi.ac.uk/efo/EFO_0005094	GCST004826	Genome-wide genotyping array
2017-10-23	28931804	Benyamin B	2017-09-20	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28931804	Cross-ethnic meta-analysis identifies association of the GPX3-TNIP1 locus with amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis (sporadic)	1,234 Chinese ancestry cases, 2,850 Chinese ancestry controls, 12,577 European ancestry cases, 23,475 European ancestry controls	576 cases, 683 controls	Illumina [at least 6613544] (imputed)	4	sporadic amyotrophic lateral sclerosis	http://www.ebi.ac.uk/efo/EFO_0001357	GCST004901	Genome-wide genotyping array
2017-11-30	29059683	Michailidou K	2017-10-23	Nature	www.ncbi.nlm.nih.gov/pubmed/29059683	Association analysis identifies 65 new breast cancer risk loci.	Breast cancer	76,192 European ancestry cases, 63,082 European ancestry controls	46,785 European ancestry cases, 42,892 European ancestry controls, 14,068 East Asian ancestry cases, 13,104 East Asian ancestry controls	Illumina [~ 11800000] (imputed)	803	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305	GCST004988	Genome-wide genotyping array
2017-12-05	29083406	Ferreira MA	2017-10-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29083406	Shared genetic origin of asthma, hay fever and eczema elucidates allergic disease biology.	Allergic disease (asthma, hay fever or eczema)	180,129 European ancestry cases, 180,709 European ancestry controls	NA	Affymetrix, Illumina [8307659] (imputed)	136			GCST005038	Genome-wide genotyping array
2018-01-23	20081858	Dupuis J	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081858	New genetic loci implicated in fasting glucose homeostasis and their impact on type 2 diabetes risk.	Homeostasis model assessment of beta-cell function	36,466 European ancestry individuals	62,264 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	10	HOMA-B	http://www.ebi.ac.uk/efo/EFO_0004469	GCST005180	Genome-wide genotyping array
2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood insulin	Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	Affymetrix, Illumina [~ 2400000] (imputed)	10	fasting blood insulin measurement	http://www.ebi.ac.uk/efo/EFO_0004466	GCST005185	Genome-wide genotyping array
2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood glucose	Up to 58,074 European ancestry individuals	Up tp 38,422 European ancestry individuals	Affymetrix, Illumina [~ 2400000] (imputed)	33	fasting blood glucose measurement	http://www.ebi.ac.uk/efo/EFO_0004465	GCST005186	Genome-wide genotyping array
2018-01-30	29273806	Demenais F	2017-12-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29273806	Multiancestry association study identifies new asthma risk loci that colocalize with immune-cell enhancer marks.	Asthma	19,954 European ancestry cases, 107,715 European ancestry controls, 2,149 African ancestry cases, 6,055 African ancestry controls, 1,239 Japanese ancestry cases, 3,976 Japanese ancestry controls, 606 Latino cases, 792 Latino controls	NA	Affymetrix, Illumina, Perlegen [2831075] (imputed)	40			GCST005212	Genome-wide genotyping array
2018-01-30	24699409	Prokopenko I	2014-04-03	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/24699409	A central role for GRB10 in regulation of islet function in man.	Corrected insulin response	up to 4,961 European individuals, up to 411 Old Order Amish (founder/genetic isolate) individuals	20,722 European individuals	Affymetrix, Illumina [at least 1961018] (imputed)	6	insulin response measurement	http://www.ebi.ac.uk/efo/EFO_0008473	GCST005215	Genome-wide genotyping array
2018-01-30	24699409	Prokopenko I	2014-04-03	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/24699409	A central role for GRB10 in regulation of islet function in man.	Corrected insulin response adjusted for insulin sensitivity index	up to 4,565 European individuals, up to 413 Old Order Amish (founder/genetic isolate) individuals	20,461 European individuals	Affymetrix, Illumina [at least 1961018] (imputed)	6	insulin sensitivity measurement, insulin response measurement	http://www.ebi.ac.uk/efo/EFO_0004471, http://www.ebi.ac.uk/efo/EFO_0008473	GCST005216	Genome-wide genotyping array
2018-01-30	24699409	Prokopenko I	2014-04-03	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/24699409	A central role for GRB10 in regulation of islet function in man.	Insulin disposition index	up to 4,746 European individuals, up to 412 Old Order Amish (founder/genetic isolate) individuals	20,461 European individuals	Affymetrix, Illumina [at least 1961018] (imputed)	4	disposition index measurement	http://www.ebi.ac.uk/efo/EFO_0006832	GCST005222	Genome-wide genotyping array
2018-02-22	29309628	Beaumont RN	2018-01-03	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29309628	Genome-wide association study of offspring birth weight in 86 577 women identifies five novel loci and highlights maternal genetic effects that are independent of fetal genetics.	Offspring birth weight	68,258 European ancestry women	18,319 European ancestry women	Affymetrix, Illumina, Perlegen [up to 8741107] (imputed)	2	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST005314	Genome-wide genotyping array
