DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	PLATFORM..SNPS.PASSING.QC.	ASSOCIATION.COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY.ACCESSION	GENOTYPING.TECHNOLOGY	path	fullpath	nsamples_arg	has_required_header	has_pvalue
2014-05-12	24097068	Willer CJ	2013-10-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24097068	Discovery and refinement of loci associated with lipid levels.	Triglycerides	94,595 European ancestry individuals	93,982 European ancestry individuals	NR [NR] (imputed)	40	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0004530	GCST002216	Genome-wide genotyping array	./GCST002001-GCST003000/GCST002216/harmonised/24097068-GCST002216-EFO_0004530.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002216/harmonised/24097068-GCST002216-EFO_0004530.h.tsv.gz	nfe=94595	TRUE	TRUE
2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood insulin	Up to 51,750 European ancestry individuals	Up to 33,823 European ancestry individuals	Affymetrix, Illumina [~ 2400000] (imputed)	10	fasting blood insulin measurement	http://www.ebi.ac.uk/efo/EFO_0004466	GCST005185	Genome-wide genotyping array	./GCST005001-GCST006000/GCST005185/harmonised/22581228-GCST005185-EFO_0004466.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005185/harmonised/22581228-GCST005185-EFO_0004466.h.tsv.gz	nfe=51750	TRUE	TRUE
2018-01-25	22581228	Manning AK	2012-05-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22581228	A genome-wide approach accounting for body mass index identifies genetic variants influencing fasting glycemic traits and insulin resistance.	Fasting blood glucose	Up to 58,074 European ancestry individuals	Up tp 38,422 European ancestry individuals	Affymetrix, Illumina [~ 2400000] (imputed)	33	fasting blood glucose measurement	http://www.ebi.ac.uk/efo/EFO_0004465	GCST005186	Genome-wide genotyping array	./GCST005001-GCST006000/GCST005186/harmonised/22581228-GCST005186-EFO_0004465.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005186/harmonised/22581228-GCST005186-EFO_0004465.h.tsv.gz	nfe=58074	TRUE	TRUE
2010-06-13	20453842	Stahl EA	2010-05-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20453842	Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	6,768 European ancestry cases, 8,806 European ancestry controls	Affymetrix, Illumina [~ 2716259] (imputed)	29	rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	GCST000679	Genome-wide genotyping array	./GCST000001-GCST001000/GCST000679/harmonised/20453842-GCST000679-EFO_0000685.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST000001-GCST001000/GCST000679/harmonised/20453842-GCST000679-EFO_0000685.h.tsv.gz	nfe=25708	TRUE	TRUE
2011-01-15	21173776	de Moor MH	2010-12-21	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21173776	Meta-analysis of genome-wide association studies for personality.	Openness	17,375 European ancestry individuals	3,294 European ancestry individuals	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	1	openness measurement	http://www.ebi.ac.uk/efo/EFO_0007914	GCST000922	Genome-wide genotyping array	./GCST000001-GCST001000/GCST000922/harmonised/21173776-GCST000922-EFO_0007914.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST000001-GCST001000/GCST000922/harmonised/21173776-GCST000922-EFO_0007914.h.tsv.gz	nfe=17375	TRUE	TRUE
2018-09-24	21173776	de Moor MH	2010-12-21	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21173776	Meta-analysis of genome-wide association studies for personality.	Conscientiousness	17,375 European ancestry individuals	3,294 European ancestry individuals	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	1	conscientiousness measurement	http://www.ebi.ac.uk/efo/EFO_0007912	GCST006326	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006326/harmonised/21173776-GCST006326-EFO_0007912.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006326/harmonised/21173776-GCST006326-EFO_0007912.h.tsv.gz	nfe=17375	TRUE	TRUE
2011-09-27	21873549	Strawbridge RJ	2011-08-26	Diabetes	www.ncbi.nlm.nih.gov/pubmed/21873549	Genome-wide association identifies nine common variants associated with fasting proinsulin levels and provides new insights into the pathophysiology of type 2 diabetes.	Proinsulin levels	10,701 European ancestry individuals	16,378 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	10	insulin measurement	http://www.ebi.ac.uk/efo/EFO_0004467	GCST001212	Genome-wide genotyping array	./GCST001001-GCST002000/GCST001212/harmonised/21873549-GCST001212-EFO_0004467.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST001001-GCST002000/GCST001212/harmonised/21873549-GCST001212-EFO_0004467.h.tsv.gz	nfe=10701	TRUE	TRUE
2020-07-06	32499647	Spracklen CN	2020-05-06	Nature	www.ncbi.nlm.nih.gov/pubmed/32499647	Identification of type 2 diabetes loci in 433,540 East Asian individuals.	Type 2 diabetes	77,418 East Asian cases, 356,122 East Asian controls	NA	Affymetrix, Illumina [11800000] (imputed)	183			GCST010118	Genome-wide genotyping array	./GCST010001-GCST011000/GCST010118/harmonised/32499647-GCST010118-EFO_0001360.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST010001-GCST011000/GCST010118/harmonised/32499647-GCST010118-EFO_0001360.h.tsv.gz	eas=433540	TRUE	TRUE
2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	Affymetrix, Illumina [9295118] (imputed)	524	intelligence	http://www.ebi.ac.uk/efo/EFO_0004337	GCST006250	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006250/harmonised/29942086-GCST006250-EFO_0004337.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006250/harmonised/29942086-GCST006250-EFO_0004337.h.tsv.gz	nfe=269867	TRUE	TRUE
2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	Affymetrix [19819130] (imputed)	161	vital capacity	http://www.ebi.ac.uk/efo/EFO_0004312	GCST007429	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007429/harmonised/30804560-GCST007429-EFO_0004312.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007429/harmonised/30804560-GCST007429-EFO_0004312.h.tsv.gz	nfe=321047	TRUE	TRUE
2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	FEV1	321,047 European ancestry individuals	79,005 European ancestry individuals	Affymetrix [19819130] (imputed)	206	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	GCST007432	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007432/harmonised/30804560-GCST007432-EFO_0004314.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007432/harmonised/30804560-GCST007432-EFO_0004314.h.tsv.gz	nfe=321047	TRUE	TRUE
2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FEV1/FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	Affymetrix [19819130] (imputed)	162	FEV/FEC ratio	http://www.ebi.ac.uk/efo/EFO_0004713	GCST007431	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007431/harmonised/30804560-GCST007431-EFO_0004713.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007431/harmonised/30804560-GCST007431-EFO_0004713.h.tsv.gz	nfe=321047	TRUE	TRUE
2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Peak expiratory flow	321,047 European ancestry individuals	24,218 European ancestry individuals	Affymetrix [19819130] (imputed)	133	peak expiratory flow	http://www.ebi.ac.uk/efo/EFO_0009718	GCST007430	Genome-wide genotyping array	./GCST007001-GCST008000/GCST007430/harmonised/30804560-GCST007430-EFO_0009718.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST007001-GCST008000/GCST007430/harmonised/30804560-GCST007430-EFO_0009718.h.tsv.gz	nfe=321047	TRUE	TRUE
2021-06-15	33239672	Laisk T	2020-11-25	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33239672	The genetic architecture of sporadic and multiple consecutive miscarriage.	Sporadic miscarriage	49,996 European ancestry cases, 174,109 European ancestry controls	NA	Affymetrix, Illumina [9088459] (imputed)	1	fertility measurement	http://www.ebi.ac.uk/efo/EFO_0006923	GCST011888	Genome-wide genotyping array	./GCST011001-GCST012000/GCST011888/harmonised/33239672-GCST011888-EFO_0006923.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST011001-GCST012000/GCST011888/harmonised/33239672-GCST011888-EFO_0006923.h.tsv.gz	nfe=224105	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Dysmenorrheic pain severity	5,734 Japanese ancestry female individuals	5,614 Japanese ancestry female individuals	Affymetrix [536506]	5	dysmenorrheic pain measurement	http://www.ebi.ac.uk/efo/EFO_0007889	GCST006656	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006656/harmonised/26962152-GCST006656-EFO_0007889.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006656/harmonised/26962152-GCST006656-EFO_0007889.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (dysmenorrhea)	3,573 Japanese ancestry female cases, 2,161 Japanese ancestry female controls	3,580 Japanese ancestry female cases, 2,034 Japanese ancestry female controls	Affymetrix [536506]	8	quality of life during menstruation measurement, dysmenorrheic pain measurement	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0007889	GCST006636	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006636/harmonised/26962152-GCST006636-EFO_0007889.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006636/harmonised/26962152-GCST006636-EFO_0007889.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Pain medicine use during menstruation	1,813 Japanese ancestry female cases, 3,921 Japanese ancestry female controls	1,494 Japanese ancestry female cases, 4,120 Japanese ancestry female controls	Affymetrix [536506]	7	drug use measurement, quality of life during menstruation measurement	http://www.ebi.ac.uk/efo/EFO_0007010, http://www.ebi.ac.uk/efo/EFO_0009366	GCST006637	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006637/harmonised/26962152-GCST006637-EFO_0007010.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006637/harmonised/26962152-GCST006637-EFO_0007010.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (fever)	112 Japanese ancestry female cases, 5,622 Japanese ancestry female controls	157 Japanese ancestry female cases, 5,457 Japanese ancestry female controls	Affymetrix [536506]	2	quality of life during menstruation measurement, Fever	http://www.ebi.ac.uk/efo/EFO_0009366, http://purl.obolibrary.org/obo/HP_0001945	GCST006638	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006638/harmonised/26962152-GCST006638-HP_0001945.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006638/harmonised/26962152-GCST006638-HP_0001945.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Heavy vaginal discharge	457 Japanese ancestry female cases, 5,277 Japanese ancestry female controls	471 Japanese ancestry female cases, 5,143 Japanese ancestry female controls	Affymetrix [536506]	3	quality of life during menstruation measurement, vaginal discharge	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0009365	GCST006639	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006639/harmonised/26962152-GCST006639-EFO_0009365.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006639/harmonised/26962152-GCST006639-EFO_0009365.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (acne)	1,115 Japanese ancestry female cases, 4,619 Japanese ancestry female controls	1,204 Japanese ancestry female cases, 4,410 Japanese ancestry female controls	Affymetrix [536506]	8	quality of life during menstruation measurement, acne	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0003894	GCST006640	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006640/harmonised/26962152-GCST006640-EFO_0003894.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006640/harmonised/26962152-GCST006640-EFO_0003894.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (aggressiveness)	899 Japanese ancestry female cases, 4,835 Japanese ancestry female controls	1,030 Japanese ancestry female cases, 4,584 Japanese ancestry female controls	Affymetrix [536506]	5	quality of life during menstruation measurement, aggressive behavior	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0003015	GCST006641	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006641/harmonised/26962152-GCST006641-EFO_0003015.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006641/harmonised/26962152-GCST006641-EFO_0003015.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (increased appetite)	760 Japanese ancestry female cases, 4,974 Japanese ancestry female controls	903 Japanese ancestry female cases, 4,711 Japanese ancestry female controls	Affymetrix [536506]	3	quality of life during menstruation measurement, eating behaviour	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0007829	GCST006642	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006642/harmonised/26962152-GCST006642-EFO_0007829.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006642/harmonised/26962152-GCST006642-EFO_0007829.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (bowel movement)	903 Japanese ancestry female cases, 4,831 Japanese ancestry female controls	921 Japanese ancestry female cases, 4,693 Japanese ancestry female controls	Affymetrix [536506]	5	quality of life during menstruation measurement, Abnormal peristalsis	http://www.ebi.ac.uk/efo/EFO_0009366, http://purl.obolibrary.org/obo/HP_0030914	GCST006643	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006643/harmonised/26962152-GCST006643-HP_0030914.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006643/harmonised/26962152-GCST006643-HP_0030914.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (depression)	1,863 Japanese ancestry female cases, 3,871 Japanese ancestry female controls	2,005 Japanese ancestry female cases, 3,609 Japanese ancestry female controls	Affymetrix [536506]	1	quality of life during menstruation measurement, unipolar depression	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0003761	GCST006644	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006644/harmonised/26962152-GCST006644-EFO_0003761.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006644/harmonised/26962152-GCST006644-EFO_0003761.h.tsv.gz	eas=5734	TRUE	TRUE
2018-11-30	29855537	Hirata T	2018-05-31	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29855537	Japanese GWAS identifies variants for bust-size, dysmenorrhea, and menstrual fever that are eQTLs for relevant protein-coding or long non-coding RNAs.	Menstruation quality of life impact (edema)	1,109 Japanese ancestry female cases, 4,625 Japanese ancestry female controls	1,331 Japanese ancestry female cases, 4,283 Japanese ancestry female controls	Affymetrix [536506]	3	quality of life during menstruation measurement, edema	http://www.ebi.ac.uk/efo/EFO_0009366, http://www.ebi.ac.uk/efo/EFO_0009373	GCST006645	Genome-wide genotyping array	./GCST006001-GCST007000/GCST006645/harmonised/26962152-GCST006645-EFO_0009373.h.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006645/harmonised/26962152-GCST006645-EFO_0009373.h.tsv.gz	eas=5734	TRUE	TRUE
